original_tweet,cleaned_tweet,sentiment
USER Bejat bener bgst yang nyulik. Itu yang ngelakuin bukan manusia. Iblis kali. Hhhhh emosi gua anjer.',pengguna bejat benar bangsat yang nyulik. itu yang melakukan bukan manusia. iblis kali. hhhhh emosi gue anjer.',negative
USER USER USER Dia gak cuma picik tapi juga picek',pengguna pengguna pengguna dia tidak cuma picik tapi juga picek',negative
Pak presiden USER ; Tampak magis .. ; ð???,pak presiden pengguna ; tampak magis .. ; ???,negative
"Punya tetangga, udah perawan tua, lesbi nyinyir, rese lagi'","punya tetangga, sudah perawan tua, lesbi nyinyir, resek lagi'",negative
"Jika alkohol saja bisa haram karena penyalah gunaannya, bagaimana dengan agama ?","jika alkohol saja bisa haram karena penyalahgunaan gunaannya, bagaimana dengan agama ?",negative
"USER USER USER Aduh... yah sama aja lah klo gitu, mau akuisisi tp bawa2 teman org asing, berarti 51% itu bukan milik pemerintah semua donk...'","pengguna pengguna pengguna aduh... ya sama saja lah kalau gitu, mau akuisisi tetapi bawa bawa teman orang asing, berarti 51% itu bukan milik pemerintah semua donk...'",negative
"USER USER itu yang menuduh gak konsisten amat sih. Satu hari menuduh Gus USER liberal, hari lain komunis.\xf0\x9f\x98\x92'","pengguna pengguna itu yang menuduh tidak konsisten amat sih. satu hari menuduh gus pengguna liberal, hari lain komunis.'",negative
RT USER: GOBLOK LO ASLI. URL,rt user: goblok kamu asli. uniform resource locator,negative
Beliau adalah salah seorang ulama dan tokoh yang sangat kharismatik dan populer di Kalimantan. ; #HarakahIslamiyah #Harkis #YukNgaji,beliau adalah salah seorang ulama dan tokoh yang sangat karismatik dan populer di kalimantan. ; #harakahislamiyah #harkis #yukngaji,negative
USER USER USER eh cina setan numpang makan di indonesia jg seenak nya,pengguna pengguna pengguna eh cina setan menumpang makan di indonesia juga seenak nya,negative
USER USER USER USER USER USER USER USER Namanya juga bani onta peminum ekstrak tinjah al urine onta USER ... ngoaahahaa',pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna namanya juga bani onta peminum ekstrak tinja al urine onta pengguna ... ngoaahahaa',negative
Ini dia yg ke 4 #Asyikm3nang,ini dia yang ke 4 #asyikm3nang,negative
RT USER: benda bodo apa aku baca ni... bukan ke korang golongan bijak pandai. kenapa bingai sangat ni...... kalau gitu beribu2\xe2\x80\xa6',rt user: benda bodoh apa aku baca ni... bukan ke korang golongan bijak pandai. kenapa bingai sangat ni...... kalau begitu beribu2',negative
"Jadi subeyers aselik ga enak banget ya..\nAda prestasi rezim sekarang, subeye dienyek, 10 taon ngapain aja? Ada kekurangan, subeye juga jadi sasaran, sisaan rezimnya. Makanya, jadi pejabat tuh punya prestasi, biar ga dienyek mulu? \xf0\x9f\x98\x81'","jadi pengikut susilo bambang yudhoyono asli tidak enak banget ya.. ada prestasi rezim sekarang, susilo bambang yudhoyono dienyek, 10 tahun apa aja? ada kekurangan, susilo bambang yudhoyono juga jadi sasaran, sisaan rezimnya. makanya, jadi pejabat itu punya prestasi, biar tidak diejek mulu? '",negative
USER USER Aing lewih hayang seri nempo mnh . Jalema tolol nu ngan bisa ngmng sangenahna tampa mikir tah mnh',pengguna pengguna aku lewih sayang seri tempo memanah . jalema tolol nu gan bisa berbicara sange tak tertahan tanpa pikir tah mnh',negative
USER Cebong gk kan ngerti yg ginian.\nOtak cuma aksesoris di kepala nya.\n#2019GantiPresiden',pengguna cebong tidak kan mengerti yang ginian. otak cuma aksesoris di kepala nya. #2019gantipresiden',negative
"COPAS.\n\nYang harus di NUSANTARAKAN itu bukan ISLAM pak USER , tapi Freefort, Newmont, Indosat, dan Aset2 negara yang sudah ditangan asing.'","copas. yang harus di nusantarakan itu bukan islam pak pengguna , tapi freefort, newmont, indosat, dan aset aset negara yang sudah ditangan asing.'",negative
"ahok bebas, ulama akan beri komando revolusi lengserkan jokowi _ berita islam Jokowi Memerintahkan Kapolri... URL","ahok bebas, ulama akan beri komando revolusi lengserkan jokowi _ berita islam jokowi memerintahkan kapolri... uniform resource locator",negative
USER ohiya maaf ya setan',pengguna oh iya maaf ya setan',negative
"Sejak thn 80an lg majlis fatwa kebangsaan telah menetapkan umat Islam haram terbabit dlm program zionis termasuklah kelab2 Rotary, Lion dsbnya","sejak tahun delapan puluhan lagi majlis fatwa kebangsaan telah menetapkan umat islam haram terbabit dalam program zionis termasuklah kelab kelab rotary, lion dan sebagainya",negative
USER Banci kaleng...',pengguna banci kaleng...',negative
dasar fans kampang',dasar fan kampang',negative
"USER USER USER USER USER USER USER Dan saya yakin ilmu agama USER jauh lebih banyak dari ilmumu dan itu sangat jelas dg mudahnya kamu mengatakan KAFIR pada seseorang, tapi DIAM saat kitab su","pengguna pengguna pengguna pengguna pengguna pengguna pengguna dan saya yakin ilmu agama pengguna jauh lebih banyak dari ilmumu dan itu sangat jelas dengan mudahnya kamu mengatakan kafir pada seseorang, tapi diam saat kitab su",negative
USER USER Dua duanya culun',pengguna pengguna dua duanya culun',negative
USER USER partai kunyuk',pengguna pengguna partai kunyuk',negative
biksu cabul karena melanggar ajaran Budha ... MUSLIM JADI TERORIS KARENA SESUAI AJARAN ISLAM URL URL,biksu cabul karena melanggar ajaran buddha ... muslim jadi teroris karena sesuai ajaran islam uniform resource locator uniform resource locator,negative
USER KEBIJAKAM PENGEMBALIAN BEBAS KERUMITAN\n\xf0\x9f\x91\x89Memberikan garansi tanpa merumitkan konsumen dalam Pengembalian Barang yang cacat/rusak produksi kepada konsumen dalam 7 hari dari tanggal pembelian #HauzID #HauzMiniQuiz \nIkut jawab yuk @,pengguna kebijakan pengembalian bebas kerumitan memberikan garansi tanpa merumitkan konsumen dalam pengembalian barang yang cacat/rusak produksi kepada konsumen dalam 7 hari dari tanggal pembelian #hauzid #hauzminiquiz ikut jawab yuk @,negative
USER Emang opoo mba? Kismis? Qizmin? Aku malah nek nyebut eek tikus iku kismis\xf0\x9f\x98\x82',pengguna memang apa mba? kismis? qizmin? aku malah nek menyebut tai tikus ikut kismis',negative
USER Kacrut nih orang.',pengguna kacrut nih orang.',negative
"Mata nya belo banget coy, padahal sipit yaallah diriku teringat waktu basah2an pas mos :( dan tampang nya beda banget, byk dosa dah hari ini wkwk'","mata nya belo banget coy, padahal sipit ya allah diriku teringat waktu basah basahan pas mos :( dan tampang nya beda banget, banyak dosa sudah hari ini wkwk'",negative
USER keren lagu nya bang.....,pengguna keren lagu nya bang.....,negative
"RT USER: Jisung itu ngga bisa akting sok cool, terlalu lugas, keliatan udik, keliatan banget newbienya, keliatan banget ngga pernah l\xe2\x80\xa6'","rt user: jisung itu tidak bisa akting sok cool, terlalu lugas, kelihatan udik, kelihatan banget newbienya, kelihatan banget tidak pernah l'",negative
Nah ini salah satu pengejawantahan agama itu candu. Kurang komunis apa coba ??,nah ini salah satu pengejawantahan agama itu candu. kurang komunis apa coba ??,negative
Ndakda yg salah dengan ucap UsirDubesMyanmar atau CabutNobelSuuKyi apa bedanya dengan ucap turunkan jokowi atau bubarkan DPR ketika demo,tidak ada yang salah dengan ucap usir kedutaan besar myanmar atau cabut nobel suu kyi apa bedanya dengan ucap turunkan jokowi atau bubarkan dewan perwakilan rakyat ketika demo,negative
USER Pro yahudi',pengguna pro yahudi',negative
"USER USER USER USER Duit haram, hasil gratifikasi/sogokan cukong\xc2\xb2 aseng Reklamasi..\n\n#2019GantiPresiden'","pengguna pengguna pengguna pengguna duit haram, hasil gratifikasi/sogokan cukong asing reklamasi.. #2019gantipresiden'",negative
1 kata buat lo!! BAJINGAN',1 kata buat lo!! bajingan',negative
USER USER Emang jadi sampah itu hina banget....apalagi sampahnya orang spt km.....',pengguna pengguna memang jadi sampah itu hina banget....apalagi sampahnya orang surat pemberitahuan tahunan km.....',negative
USER USER ekonomi SMKN MEROKET KN,pengguna pengguna ekonomi semakin meroket kan,negative
USER Kecebong bajingan',pengguna kecebong bajingan',negative
orang indonesia itu dongo nya keliatan banget dijalanan. ga mau kasih jalan buat pemadam kebakaran. udah gitu masih pada manfaatin ambil jalur dibelakang pemadam. asli goblok semua. \xf0\x9f\x98\x91',orang indonesia itu dongok nya kelihatan banget dijalanan. tidak mau kasih jalan buat pemadam kebakaran. sudah begitu masih pada manfaatkan ambil jalur di belakang pemadam. asli goblok semua. ',negative
Ayuh blok komunis. #teamrayarusia',ayo blok komunis. #teamrayarusia',negative
Menurut kalian say enakan jilmek memek mulus apa memek yang lebat bulunya yang bikin sensasi?',menurut kalian sayang enakan jilat memek memek mulus apa memek yang lebat bulunya yang bikin sensasi?',negative
USER Gede bacot gede cocot.emang kamu turut andil.dasar mulutnya bedebah.kacung gerombolan jomblo akut sakit jiwa USER',pengguna gede bacot gede cocot.emang kamu turut andil.dasar mulutnya bedebah.kacung gerombolan jomlo akut sakit jiwa user',negative
Kita harus sadar bahwa ayah prabowo adalah tokoh PRRI Permesta dan ayah Hilmi PKS adalah tokoh DI/TII,kita harus sadar bahwa ayah prabowo adalah tokoh pemerintahan revolusioner republik indonesia perjuangan rakyat semesta dan ayah hilmi partai keadilan sejahtera adalah tokoh di/tii,negative
",,terkurung dalm hati yyynng bisu,,\n..sendrri Dan tak terpikir,,\n..ttntng lngkh yng bgittu paanjaang,,\n..selalu buntu Dan tak ada jaln tuk keluar...\n,,,\n.\n.\n#jenuh'",",,terkurung dalam hati yyynng bisu,, ..sendrri dan tak terpikir,, ..ttntng langkah yang begitu paanjaang,, ..selalu buntu dan tak ada jalan untuk keluar... ,,, . . #jenuh'",negative
USER USER BANGSAT KESELEK KENTANG GUA WKWKWKWKW TOLOL LENDIR MEMEK ANJING',pengguna pengguna bangsat tersedak kentang gue wkwk tolol lendir memek anjing',negative
"\xe2\x80\x9cYang kedua saya lihat juga bagus jambanisasi tadi, membikin jamban-jamban keluarga kurang lebih 2 juta per jamban tadi baru dikerjakan di 30 KK, 30 jamban. Ini juga membangun sebuah sanitasi yang baik bagi keluarga, kesehatan lingkungan di ka","yang kedua saya lihat juga bagus jambanisasi tadi, membuat jamban-jamban keluarga kurang lebih 2 juta per jamban tadi baru dikerjakan di 30 kk, 30 jamban. ini juga membangun sebuah sanitasi yang baik bagi keluarga, kesehatan lingkungan di kakak",negative
komunis kau BaNGSaT...! USER keluar kalian segera.. kapan pun di mana pun URL,komunis kamu bangsat...! pengguna keluar kalian segera.. kapan pun di mana pun uniform resource locator,negative
"Ayo NU lanjutkan, bila perlu lengserkan jokowi, gua bantu dengan doa","ayo nu lanjutkan, bila perlu lengserkan jokowi, gue bantu dengan doa",negative
RT USER Kalah suara terus menyalahkan... katanya jaman jokowi oke kok dibilang mundur... haha kampret!,rt pengguna kalah suara terus menyalahkan... katanya jaman jokowi oke kok dibilang mundur... haha kampret!,negative
"USER Udah tau sama-sama sipit, juga masih ngatain sipit. \xf0\x9f\x98\xa6'","pengguna sudah tau sama-sama sipit, juga masih memaki sipit. '",negative
"harus mau nyuciin piring org lain walaupun jijik krn mrk makannya ga bersih, tp gmn lagi ya udh aturannya kyk gitu :') sbnrnya bisa ngelanggar tp kok ya ttp gua lakuin gitu :')""","harus mau mencucikan piring orang lain walaupun jijik karena mereka makannya tidak bersih, tetapi bagaimana lagi ya sudah aturannya kayak begitu :') sebenarnya bisa melanggar tetapi kok ya tetap gue lakukan begitu :')""",negative
makanya drpd pusing cari yg sdh hilang..mending urus lg surat DKP dr TNI u/ prabowo.hahaha URL,makanya daripada pusing cari yang sudah hilang..mending urus lagi surat dkp dari tentara nasional indonesia u/ prabowo.hahaha uniform resource locator,negative
"RT USER: Di zaman sekarang, orang yang paling 'aman' adalah orang yang buta huruf dan budek, atau wong ndeso sing gak eruh opo-opo\xe2\x80\xa6""","rt user: di zaman sekarang, orang yang paling 'aman' adalah orang yang buta huruf dan budek, atau orang kampungan sing tidak keruh opo-opo""",negative
USER USER Gue belom baca sampe akhir akhir mager asw mending vn kwkwkwkwkw',pengguna pengguna gue belum baca sampai akhir akhir malas gerak anjing mending pesan suara kwkwkwkwkw',negative
USER USER Bukan caplok tapi Ind beli saham 51% seharga Rp55T.diperlukan Klariikasi. Pelajaran brharga kdepan jngn prnh mudah kasi izin tambang pd asing.',pengguna pengguna bukan caplok tapi indonesia beli saham 51% seharga rp55t.diperlukan klariikasi. pelajaran berharga kedepan jangan pernah mudah kasih izin tambang pada asing.',negative
USER USER Aish sipit :) \nMami juga ini malah main raket ama jin oppak',pengguna pengguna aduh sipit :) mami juga ini malah main raket sama jin oppak',negative
Pengen bunuh diri tapi gamau sakit? Ledakan bom nuklir aja. Tapi mahal sih',ingin bunuh diri tapi tidak mau sakit? ledakan bom nuklir aja. tapi mahal sih',negative
"PERHATIAN..!!\nAda suatu kelompok yang sedang menggarap film komedi dengan berbagai trik agar meraih perhatian banyak penonton namun menggunakan cara yang tidak peka.\n\nAlhasil film tersebut justru tidak lucu sama sekali dimata semua orang. ""Bom Takjil""","perhatian..!! ada suatu kelompok yang sedang menggarap film komedi dengan berbagai trik agar meraih perhatian banyak penonton namun menggunakan cara yang tidak peka. alhasil film tersebut justru tidak lucu sama sekali dimata semua orang. ""bom takjil""",negative
"USER bukan, gara2 aku bloon ini mah'","pengguna bukan, gara gara aku belum ini mah'",negative
USER Tenang aja dan jangan panik serta khawatir.\n\nPak jok sudah nyiapin ribuan lapangan kerja kok\n\nRibuan untuk TKA RRC\n\nJadi selamat ber antri ria ya\n\nKikikikiki',pengguna tenang saja dan jangan panik serta khawatir. pak jok sudah menyiapkan ribuan lapangan kerja kok ribuan untuk tenaga kerja asing republik rakyat cina jadi selamat ber antre ria ya kikikikiki',negative
RT USER: Prabowo Subianto Gagal maju Prabowogagalmoveon URL,rt user: prabowo subianto gagal maju prabowo gagal move on uniform resource locator,negative
Keduanya nggak sok2an pengen jadi Imam kan ð???,keduanya enggak belagu ingin jadi imam kan ???,negative
Masak kalah sama monyet...monyet aja bisa cari duit.. #beritaterhangat',masak kalah sama monyet...monyet saja bisa cari duit.. #beritaterhangat',negative
Mbok demo bubarkan DPR. Pasti sing melu luwih akeh URL,mbok demo bubarkan dpr. pasti sing ikut luwih banyak uniform resource locator,negative
Inilah dia orang yang suka ngatain jokowi PKI antek cina asing aseng hahaha,inilah dia orang yang suka memaki jokowi partai komunis indonesia antek cina asing asing haha,negative
USER USER Padahall sdh dipake juga 1000 trilyun buat nyicil hutang2 rejim sebelumnya.',pengguna pengguna padahal sudah dipakai juga 1000 triliun buat mencicil hutang hutang rejim sebelumnya.',negative
"USER USER USER USER USER USER Pantes kaum kalian slalu bikin rusuh, sll doyan ngomong kotor, mudah dbodohi oleh pejabat kotor, karena cara menilai seseorang aja trnyata cuma dilihat dari gelarnya,","pengguna pengguna pengguna pengguna pengguna pengguna pantas kaum kalian selalu bikin rusuh, selalu suka berbicara kotor, mudah dbodohi oleh pejabat kotor, karena cara menilai seseorang saja ternyata cuma dilihat dari gelarnya,",negative
USER Emang iya. Makanya corgidan semua berharap dia jd DJ atau MC aja. Kalo pun reality show yang duduk2 malas saja. Jangan kek JR yg jalan kmana2. Kalo dpt drama yg kalem2 aja. Pokoknya yg ga bikin susah dia soalnya udh pada tau aron kan ada,pengguna memang iya. makanya corgidan semua berharap dia jadi disc jockey atau mc aja. kalau pun realita show yang duduk duduk malas saja. jangan kayak junior yang jalan kmana2. kalau dapat drama yang kalem kalem aja. pokoknya yang tidak bikin susah dia soalnya sudah pada tau aron kan ada,negative
USER Mantap memek nya jd croot nih..ooohhhhh lemes',pengguna mantap memek nya jadi crot nih..ooohhhhh lemes',negative
USER Memek nya gk klihatan',pengguna memek nya tidak klihatan',negative
USER USER Apa arti pertanyaanmu itu? Jelaskan.. saya tunggu 2 menit ya... ga ada jawaban berati benar lo itu BENCONG gembel warnet.. hahahah....',pengguna pengguna apa arti pertanyaanmu itu? jelaskan.. saya tunggu 2 menit ya... tidak ada jawaban berarti benar kamu itu bencong gembel warnet.. hahahah....',negative
"USER Gini ya, Lucas punya dua racun. Mau dia yang lagi bener(beneran cakep nya) atau racun sarap nya?\n\nMon maap, gue keracunan sarap nya'","pengguna begini ya, lucas punya dua racun. mau dia yang lagi bener(beneran cakap nya) atau racun sarap nya? mon maap, gue keracunan sarap nya'",negative
RT USER USER USER USER Ngiler RI 1: Prabowo maksudnya ? Hahaha,rt pengguna pengguna pengguna pengguna mengiler ri 1: prabowo maksudnya ? haha,negative
"USER Terserah, sok classy lagi najis.'","pengguna terserah, sok berkelas lagi najis.'",negative
Pengacara Setya Novanto â??Ngototâ?? Pemanggilan Kliennya Harus Seizin Presiden,pengacara setya novanto ??ngotot?? pemanggilan kliennya harus atas izin presiden,negative
1. terjadi kekacauan hukum politik sosial 2. adalah tanggung jawab presiden 3. jokowi membiarkan itu 4. Lengserkan Jokowi Ayopenjarakan ahok,1. terjadi kekacauan hukum politik sosial 2. adalah tanggung jawab presiden 3. jokowi membiarkan itu 4. lengserkan jokowi ayo penjarakan ahok,negative
"USER USER Yang ngeles mulu bukanya lo cebong kapir haha otak gak nyampe, salah nangkep kalimat, ngata2in islam. Kebanyakan ngeles nih cebong kapir intoleran, sara, munafik, pemakan taik ahok peminum rendeman kolor oplos kencing onta hahaha'","pengguna pengguna yang ngeles mulu bukanya kamu cebong kafir haha otak tidak nyampe, salah menangkap kalimat, ngata ngatai islam. kebanyakan ngeles nih cebong kafir intoleran, sara, munafik, pemakan tai ahok peminum rendaman kolor oplos kencing onta hahaha'",negative
USER ngaco nih kunti',pengguna kacau nih kunti',negative
"Hello USER USER USER USER jika undangan ini benar, boleh kah kegiatan begini? Mengundang hanya satu Paslon Pilkada","halo pengguna pengguna pengguna pengguna jika undangan ini benar, boleh kah kegiatan begini? mengundang hanya satu pasangan calon pilihan kepala daerah",negative
USER USER USER USER USER USER USER USER USER USER USER USER Itu bukan akun ketum Andre. Lu cebong penyusup Homo USER kampret !!',pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna itu bukan akun ketua umum andre. kamu cebong penyusup homo pengguna kampret !!',negative
USER apakah sipit kata yang tepat? intinya mata gue gak kayak sebelum pake kacamata',pengguna apakah sipit kata yang tepat? intinya mata gue tidak kayak sebelum pakai kacamata',negative
Idih nanya kok terakhir emange mo modar',idih bertanya kok terakhir memangnya mau modar',negative
Fenomena nation branding korea selatan melalui citra girl band terhadap budaya konsumerisme abg menengah mikro kecil kebawah alias ayolah!,fenomena nation branding korea selatan melalui citra girl band terhadap budaya konsumerisme abg menengah mikro kecil ke bawah alias ayolah!,negative
RT USER: USER USER USER USER USER USER USER USER USER USER\xe2\x80\xa6',rt user: pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna user',negative
RT USER: SBY itu Grand Master Politik ga ada yg sanggup samain beliau. Jokowi ga ada apa-apanya. Ga pantes jadi presiden URL,rt user: susilo bambang yudhoyono itu grand master politik tidak ada yang sanggup samakan beliau. jokowi tidak ada apa-apanya. tidak pantas jadi presiden uniform resource locator,negative
USER USER USER USER Congor kamu layak di neraka!',pengguna pengguna pengguna pengguna congor kamu layak di neraka!',negative
"tahun 1953, komunis menyebut ulama dan para pendakwah dengan sebutan agen agama arab. bahkan dulu lebih keras. Fase saat ini, menyamakan semua agama sama, kemudian menyebut mabuk agama, lantas kekecewaan muncul dan akhirnya menganggap agama tak perlu.'","tahun 1953, komunis menyebut ulama dan para pendakwah dengan sebutan agen agama arab. bahkan dulu lebih keras. fase saat ini, menyamakan semua agama sama, kemudian menyebut mabuk agama, lantas kekecewaan muncul dan akhirnya menganggap agama tak perlu.'",negative
"USER USER bukan getah, itu ampas(?) \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'","pengguna pengguna bukan getah, itu ampas(?) '",negative
"Ciputra Life bersama MTF menawarkan produk Asuransi Xtra Protection untuk diri kamu, dengan manfaat pembayaran sisa total angsuran kredit apabila Tertanggung mengalami kecelakaan dan menyebabkan cacat tetap total dan kendaraan kamu tetap akan menjadi mil","ciputra life bersama motif menawarkan produk asuransi xtra proteksi untuk diri kamu, dengan manfaat pembayaran sisa total angsuran kredit apabila tertanggung mengalami kecelakaan dan menyebabkan cacat tetap total dan kendaraan kamu tetap akan menjadi mil",negative
Artinya Harus Melalui Ekonomi :,artinya harus melalui ekonomi :,negative
"Ketika orang-orang menawar rumah si Yahudi itu, ""jual saja tempat tinggalmu itu kepada kami.""\nYahudi itu berkata,\'saya akan jual rumahku ini dengan harga dua ribu dinar. Seribu dinar untuk harga rumahku dan seribu lagi karena aku bertetangga dengan Ibn","ketika orang-orang menawar rumah sih yahudi itu, ""jual saja tempat tinggalmu itu kepada kami."" yahudi itu berkata,\'saya akan jual rumahku ini dengan harga dua ribu dinar. seribu dinar untuk harga rumahku dan seribu lagi karena aku bertetangga dengan ibn",negative
"dukungan kepada Polri dlm melawan berita hoax, issu sara dan ujaran kebencian serta mendukung Polri utk mensukseskan Pilkada Serentak 2018 Aman dan damai","dukungan kepada kepolisian republik indonesia dalam melawan berita hoax, isu sara dan ujaran kebencian serta mendukung kepolisian republik indonesia untuk menyukseskan pilihan kepala daerah serentak 2018 aman dan damai",negative
"Wahai para Hakim Lucu, Ada makanan bergizi nih,..sisa dari Local Standup Day kemaren USER ; ;","wahai para hakim lucu, ada makanan bergizi nih,..sisa dari lokal stand up day kemarin pengguna ; ;",negative
"USER Rezim nggilani, aneh, konyol. Dr kemarin acara rembuk aktivis 98 sampe yg ini, semua tontonan lawak. Yang semakin bikin ketawa, kedua acara dihadiri presiden.'","pengguna rezim nggilani, aneh, konyol. dari kemarin acara rembuk aktivis 98 sampai yang ini, semua tontonan lawak. yang semakin bikin ketawa, kedua acara dihadiri presiden.'",negative
Yg benci muslim biasanya antek komunis. Puluhan tahun mrk bantai Muslim.,yang benci muslim biasanya antek komunis. puluhan tahun mereka bantai muslim.,negative
RT USER Sudahlah kalo sampean ini mau cari-cari kesalahan dan kelemahan kpk yg ujung-ujungnya kpk bisa di bubarkan,rt pengguna sudahlah kalau sampean ini mau cari-cari kesalahan dan kelemahan komisi pemberantasan korupsi yang ujung-ujungnya komisi pemberantasan korupsi bisa di bubarkan,negative
USER tapi nanti jadi kangen kristen-robert yg dulu:(',pengguna tapi nanti jadi kangen kristen-robert yang dulu:(',negative
"USER USER Itu jaman dulu mas...Jaman skrng di seklh2 Kristen aja, teori evolusi tetap diijinkan utk diajarkan tanpa meninggalkan ajaran creationis..'","pengguna pengguna itu jaman dulu mas...jaman sekarang di sekolah sekolah kristen aja, teori evolusi tetap diizinkan untuk diajarkan tanpa meninggalkan ajaran creationis..'",negative
RT USER: sementara itu kader USER membakar 7 sekolah. URL,rt user: sementara itu kader pengguna membakar 7 sekolah. uniform resource locator,negative
"Polisi Masih Selidiki Kasus Presiden #PKS, Punya Kemungkinan Tak Ada Unsur Pidana","polisi masih selidiki kasus presiden #pks, punya kemungkinan tak ada unsur pidana",negative
Tindakan ekonomi: setiap usaha manusia yang dilandasi oleh pilihan yang paling baik dan paling menguntungkan.,tindakan ekonomi: setiap usaha manusia yang dilandasi oleh pilihan yang paling baik dan paling menguntungkan.,negative
USER USER USER USER USER si zonk banyak bacot',pengguna pengguna pengguna pengguna pengguna sih apes banyak bacot',negative
"Gubernur USER bertemu dg Menteri Dalam Negeri Kerajaan Maroko, Noureddine Boutayeb di Rabat (18 April 2018). Pertemuan bilateral tsb membahas banyak hal dan saling berbagi perkembangan ekonomi politik selama 20 tahun terakhir.; USER; ;","gubernur pengguna bertemu dengan menteri dalam negeri kerajaan maroko, noureddine boutayeb di rabat (18 april 2018). pertemuan bilateral tersebut membahas banyak hal dan saling berbagi perkembangan ekonomi politik selama 20 tahun terakhir.; user; ;",negative
#8stmenfess to USER \n\nAqu sayank qmu. Kapan kita ngewe?\n\nFr : USER',#8stmenfess to pengguna aku sayang qmu. kapan kita ngewe? fr : user',negative
cowo kalo lg ngentot kok ganteng bgt ya haha',cowok kalau lagi ngentot kok ganteng banget ya haha',negative
Adatnye jelek..\nDia bisa jelekkin diri sendiri..\nSupaya ngelolosin yang dia maksud\nKayak Bom Bunuh Diri juga rupanya.. KACRUT LAH!',adatnya jelek.. dia bisa menjelekkan diri sendiri.. supaya meloloskan yang dia maksud kayak bom bunuh diri juga rupanya.. kacrut lah!',negative
"Jokowi Naik Motor Listrik, Produsen Motor Langsung Melirik Papua Presiden Joko W","jokowi naik motor listrik, produsen motor langsung melirik papua presiden joko gue",negative
"Masuk kelab malam pun ada â??etika pemakaianâ??. Masuk masjid yg terang2 paparkan etika pemakaian kau langgar. ; ; Pergi Iran boleh pula kelambu diri kau. Kau memahami adab &amp; budaya di sana. Apa beza beradab di sini dgn di sana? ; ; Nampak sgt kau sakit, k","masuk kelab malam pun ada ??etika pemakaian??. masuk masjid yang terang terang paparkan etika pemakaian kamu langgar. ; ; pergi iran boleh pula kelambu diri kau. kamu memahami adab &amp; budaya di sana. apa beda beradab di sini dengan di sana? ; ; menampak sangat kamu sakit, k",negative
Pernah mendengar kisah Presiden Soekarno dan masjid yang ditutup pemerintah Uni Soviet? ; Mari simak informasi berikut! ; ; #NahdlatulUlama #IslamNusantara #Islam #NU #Aswaja #Soekarno #Indonesia #NikitaKruschev #UniSoviet,pernah mendengar kisah presiden soekarno dan masjid yang ditutup pemerintah uni soviet? ; mari simak informasi berikut! ; ; #nahdlatululama #islamnusantara #islam #nu #aswaja #soekarno #indonesia #nikitakruschev #unisoviet,negative
"entah semenjak libur jadi suka bangun jam 8 pagi. tapi untung ada tayangan ulang Roman Picisan. walaupun diulang tapi bapernya tetep dapet, ditambah pemerannya ka Bani USER makin baper.'","entah semenjak libur jadi suka bangun jam 8 pagi. tapi untung ada tayangan ulang roman picisan. walaupun diulang tapi bawa perasaannya tetap dapet, ditambah pemerannya kakak bani pengguna makin baper.'",negative
"USER USER pki,itu kan gaya pkiklau ada jambret pasti di pukul sampai mati,di kota padang aja jambret mati di pukul\n.\nUSER pki ini tolol menfitnah nya kok jambret tak di pukul sampai mati, menimal sampai rumah sakit, \n.\nklau menjadi","pengguna pengguna pki,itu kan gaya partai komunis indonesia kalau ada jambret pasti di pukul sampai mati,di kota padang saja jambret mati di pukul . pengguna partai komunis indonesia ini tolol memfitnah nya kok jambret tak di pukul sampai mati, minimal sampai rumah sakit, . kalau menjadi",negative
semua sektor kacau adalah Fakta.. sampe2 pembunuh dibela.. mulai ga waras orang-orang di negeri ini Lengserkan Jokowi SegeraSI_MPR2017,semua sektor kacau adalah fakta.. sampai sampai pembunuh dibela.. mulai tidak waras orang-orang di negeri ini lengserkan jokowi segerasi_mpr2017,negative
USER makanya otaknya diupgrade dong\n\nkan ena invisible bisa liat anu\n\nsaya mau jadi mas kunti aja bisa terbang',pengguna makanya otaknya ditingkatkan dong kan ena invisible bisa lihat anu saya mau jadi mas kunti saja bisa terbang',negative
USER nanti malem ya kita nete yang \xf0\x9f\x98\x9,pengguna nanti malam ya kita nete yang \x9,negative
USER nyinyir trussss!!! Dasar grup onta',pengguna nyinyir trussss!!! dasar grup onta',negative
"USER \xe2\x80\x94berbincang dengan gadis itu.\n\nPandangan matanya sempat terhenti pada seorang pemuda bermata sipit yang juga sedang tersenyum manis sampai matanya hilang pada gadis itu, membuat Ai sedikit gugup lalu memalingkan tatapan wajahnya.\","pengguna berbincang dengan gadis itu. pandangan matanya sempat terhenti pada seorang pemuda bermata sipit yang juga sedang tersenyum manis sampai matanya hilang pada gadis itu, membuat ai sedikit gugup lalu memalingkan tatapan wajahnya.\",negative
USER Babi kaulahhh maju lu sini anjinggg!!',pengguna babi kamulah maju kamu sini anjinggg!!',negative
